"family","species","trait","trait_value","error_risk_overall","error_risk_family","error_risk_genus","source"
"Aizoaceae","Aizoon canariense","leaf_N",26.4859565360916,0.609468615099363,0.473041530532961,NA,"Imputed Value"
"Aizoaceae","Aizoon canariense","leaf_area",382.131383074797,0.154472564219089,-0.978271308785524,NA,"Imputed Value"
"Aizoaceae","Aizoon canariense","leaf_dry_mass",25.8845240559541,0.250707703910768,-0.924378720177143,NA,"Imputed Value"
"Aizoaceae","Aizoon canariense","plant_height_vegetative",0.194658160713831,-0.486549357152918,-0.638529689815147,NA,"Imputed Value"
"Aizoaceae","Aizoon canariense","seed_dry_mass",0.259302853807473,-0.688797449642508,-0.809207629522911,NA,"Imputed Value"
"Aizoaceae","Malephora crocea","LDMC",0.0668000228147357,-3.22886152442138,-0.701025007384668,NA,"Imputed Value"
"Aizoaceae","Malephora crocea","SLA",20.992685159629,0.362190414491009,0.848793472642442,NA,"Imputed Value"
"Aizoaceae","Malephora crocea","SRL",75208.2136976227,2.14516456927549,1.62678667360849,NA,"Imputed Value"
"Aizoaceae","Malephora crocea","leaf_N",34.3104279598438,1.41670123154026,1.53330497350568,NA,"Imputed Value"
"Aizoaceae","Malephora crocea","leaf_area",709.447505112134,0.533577479048692,1.17759692195046,NA,"Imputed Value"
"Aizoaceae","Malephora crocea","leaf_dry_mass",51.967168020853,0.631284513543531,1.21923457053494,NA,"Imputed Value"
"Aizoaceae","Malephora crocea","plant_height_vegetative",0.258951300253629,-0.188312892416769,0.555572163459685,NA,"Imputed Value"
"Aizoaceae","Malephora crocea","seed_dry_mass",6.85087252402608,1.26874971280843,0.817755644707188,NA,"Imputed Value"
"Aizoaceae","Sarcozona praecox","LDMC",0.0793441384997885,-2.79097627383223,0.862404744214059,NA,"Imputed Value"
"Aizoaceae","Sarcozona praecox","SLA",18.6969068195212,0.10520367279955,-0.810863633559928,NA,"Imputed Value"
"Aizoaceae","Sarcozona praecox","SRL",15536.4149566028,0.722895153008073,0.043717652331101,NA,"Imputed Value"
"Aizoaceae","Sarcozona praecox","leaf_N",19.2576544186462,-0.384485936160192,-0.83247270813013,NA,"Imputed Value"
"Aizoaceae","Sarcozona praecox","leaf_area",391.576695959575,0.169433357775143,-0.893193278212922,NA,"Imputed Value"
"Aizoaceae","Sarcozona praecox","leaf_dry_mass",25.7196967249688,0.247219469518707,-0.944026332471638,NA,"Imputed Value"
"Aizoaceae","Sarcozona praecox","plant_height_vegetative",0.324939615012617,0.0489003740167556,1.50534469151136,NA,"Imputed Value"
"Aizoaceae","Sarcozona praecox","seed_dry_mass",0.163146001832766,-0.965826925054848,-1.03945331198749,NA,"Imputed Value"
"Aizoaceae","Tetragonia tetragonoides","LDMC",0.0620784626254218,-3.41538405016308,-1.36698684486508,NA,"Imputed Value"
"Aizoaceae","Tetragonia tetragonoides","SLA",21.5922118026898,0.424672269547912,1.25231022246137,NA,"Imputed Value"
"Aizoaceae","Tetragonia tetragonoides","SRL",5117.2509739725,-0.278661427535955,-1.07107338344665,NA,"Imputed Value"
"Aizoaceae","Tetragonia tetragonoides","leaf_N",21.1942734717619,-0.0856427651427555,-0.439955752102215,NA,"Imputed Value"
"Aizoaceae","Tetragonia tetragonoides","leaf_area",655.62556044191,0.485235711914936,0.902690224873887,NA,"Imputed Value"
"Aizoaceae","Tetragonia tetragonoides","leaf_dry_mass",46.1237547015329,0.566149802094339,0.852360841986118,NA,"Imputed Value"
"Aizoaceae","Tetragonia tetragonoides","plant_height_vegetative",0.193819953094744,-0.491058874642592,-0.656585239114121,NA,"Imputed Value"
"Aizoaceae","Tetragonia tetragonoides","seed_dry_mass",16.1878961092321,1.7828614117121,1.24504591337231,NA,"Imputed Value"
"Aizoaceae","Trianthema salsoloides","LDMC",0.074677766352711,-2.94520368929383,0.311749682139158,NA,"Imputed Value"
"Aizoaceae","Trianthema salsoloides","SLA",19.3587134451776,0.182387876100849,-0.312397017529727,NA,"Imputed Value"
"Aizoaceae","Trianthema salsoloides","SRL",9876.1949637178,0.314307815015199,-0.411063945209134,NA,"Imputed Value"
"Aizoaceae","Trianthema salsoloides","leaf_N",19.7266018578891,-0.309451245421888,-0.73391804380629,NA,"Imputed Value"
"Aizoaceae","Trianthema salsoloides","leaf_area",476.559190531373,0.289778515798746,-0.208822559825896,NA,"Imputed Value"
"Aizoaceae","Trianthema salsoloides","leaf_dry_mass",32.7246921788443,0.378747386487068,-0.203190359872269,NA,"Imputed Value"
"Aizoaceae","Trianthema salsoloides","plant_height_vegetative",0.188826090566478,-0.518336613564251,-0.765801926041782,NA,"Imputed Value"
"Aizoaceae","Trianthema salsoloides","seed_dry_mass",0.858787820419664,0.0271816760861416,-0.214140616569102,NA,"Imputed Value"
"Alismataceae","Sagittaria latifolia","LDMC",0.122796419005444,-1.67971019397766,NA,NA,"Imputed Value"
"Alismataceae","Sagittaria latifolia","SLA",35.0545718326202,1.49990349846194,NA,NA,"Imputed Value"
"Alismataceae","Sagittaria latifolia","SRL",1792.88787500055,-1.22450271429414,NA,NA,"Imputed Value"
"Alismataceae","Sagittaria latifolia","leaf_N",31.4839311839084,1.14857861625213,NA,NA,"Imputed Value"
"Alismataceae","Sagittaria latifolia","leaf_area",5165.98418016071,1.75005495751369,NA,NA,"Imputed Value"
"Alismataceae","Sagittaria latifolia","leaf_dry_mass",105.577964215784,1.01834326968691,NA,NA,"Imputed Value"
"Alismataceae","Sagittaria latifolia","plant_height_vegetative",0.674948984113772,0.812789617784405,NA,NA,"Imputed Value"
"Alismataceae","Sagittaria latifolia","seed_dry_mass",5.7873555265624,1.16788662978297,NA,NA,"Imputed Value"
"Amaranthaceae","Achyranthes aspera","LDMC",0.186824224420063,-0.611937017406857,-0.289757484076565,NA,"Imputed Value"
"Amaranthaceae","Achyranthes aspera","SLA",10.7010517466621,-1.13299131693423,0.0805726035641401,NA,"Imputed Value"
"Amaranthaceae","Achyranthes aspera","SRL",7541.64468991849,0.0710930704930492,0.147781130505594,NA,"Imputed Value"
"Amaranthaceae","Achyranthes aspera","leaf_N",27.4077743347951,0.716166406655709,0.0455186562829503,NA,"Imputed Value"
"Amaranthaceae","Achyranthes aspera","leaf_area",91.0015161809442,-0.724715818444246,0.0875391931337078,NA,"Imputed Value"
"Amaranthaceae","Achyranthes aspera","leaf_dry_mass",7.66482540378156,-0.413833667367643,0.0822107218014617,NA,"Imputed Value"
"Amaranthaceae","Achyranthes aspera","plant_height_vegetative",0.978785697755942,1.20118890279626,1.23621164540819,NA,"Imputed Value"
"Amaranthaceae","Achyranthes aspera","seed_dry_mass",3.22863911593427,0.818953703739992,0.797308134416719,NA,"Imputed Value"
"Amaranthaceae","Achyropsis leptostachya","LDMC",0.211140070225924,-0.300608887119141,0.101773983381862,NA,"Imputed Value"
"Amaranthaceae","Achyropsis leptostachya","SLA",9.78321593240103,-1.33197056324075,-0.0834947404314167,NA,"Imputed Value"
"Amaranthaceae","Achyropsis leptostachya","SRL",12985.4502964514,0.56114361663172,0.600991136910404,NA,"Imputed Value"
"Amaranthaceae","Achyropsis leptostachya","leaf_N",26.6886769573095,0.633248039145302,-0.0510772048616143,NA,"Imputed Value"
"Amaranthaceae","Achyropsis leptostachya","leaf_area",59.1464404493342,-0.988713294038321,-0.172498090697841,NA,"Imputed Value"
"Amaranthaceae","Achyropsis leptostachya","leaf_dry_mass",5.00269485356622,-0.646812894166986,-0.206735384152764,NA,"Imputed Value"
"Amaranthaceae","Achyropsis leptostachya","plant_height_vegetative",0.370344962469051,0.185581102280182,-0.487251488639917,NA,"Imputed Value"
"Amaranthaceae","Achyropsis leptostachya","seed_dry_mass",1.02899381873101,0.135287673491865,-0.212815549275102,NA,"Imputed Value"
"Amaranthaceae","Agriophyllum squarrosum","LDMC",0.160948966530905,-0.991272673483163,-0.766816354232641,NA,"Imputed Value"
"Amaranthaceae","Agriophyllum squarrosum","SLA",13.2754770197934,-0.654643614526189,0.474991813090996,NA,"Imputed Value"
"Amaranthaceae","Agriophyllum squarrosum","SRL",1271.25789142436,-1.53457429981542,-1.33717695170737,NA,"Imputed Value"
"Amaranthaceae","Agriophyllum squarrosum","leaf_N",21.1651872981857,-0.0899257098682813,-0.893539413664062,NA,"Imputed Value"
"Amaranthaceae","Agriophyllum squarrosum","leaf_area",44.1580962031049,-1.16777539662422,-0.348874105994288,NA,"Imputed Value"
"Amaranthaceae","Agriophyllum squarrosum","leaf_dry_mass",2.62121129601743,-0.999745151602914,-0.644449951467282,NA,"Imputed Value"
"Amaranthaceae","Agriophyllum squarrosum","plant_height_vegetative",0.24485859732113,-0.246789916807685,-1.22097518714842,NA,"Imputed Value"
"Amaranthaceae","Agriophyllum squarrosum","seed_dry_mass",1.72131024023489,0.442900704680494,0.241685909723951,NA,"Imputed Value"
"Amaranthaceae","Alternanthera philoxeroides","LDMC",0.136782544583044,-1.40524929126889,-1.28744027763246,-0.927157644526401,"Imputed Value"
"Amaranthaceae","Alternanthera philoxeroides","SLA",22.3988490910514,0.506055490067565,1.43204046416172,0.0459635518444465,"Imputed Value"
"Amaranthaceae","Alternanthera philoxeroides","SRL",7127.3606984134,0.020139709902528,0.100658291725934,0.864597263168172,"Imputed Value"
"Amaranthaceae","Alternanthera philoxeroides","leaf_N",28.7611430373888,0.866484193530552,0.220631559545285,-0.548020450503785,"Imputed Value"
"Amaranthaceae","Alternanthera philoxeroides","leaf_area",478.169787544466,0.291845804037629,1.08885150705915,1.13299544938494,"Imputed Value"
"Amaranthaceae","Alternanthera philoxeroides","leaf_dry_mass",20.7806649466548,0.130783573236512,0.757657340240276,1.12719344446393,"Imputed Value"
"Amaranthaceae","Alternanthera philoxeroides","plant_height_vegetative",0.501033603473974,0.501418688600318,0.0487176483565557,1.15398052033326,"Imputed Value"
"Amaranthaceae","Alternanthera philoxeroides","seed_dry_mass",0.407103773100377,-0.419109823268302,-1.03194362772249,0.250610803546123,"Imputed Value"
"Amaranthaceae","Alternanthera pungens","LDMC",0.225166897577491,-0.136946545589083,0.30759848336433,1.05963588886605,"Imputed Value"
"Amaranthaceae","Alternanthera pungens","SLA",26.2271994955572,0.856173762007053,1.72072873707305,0.97622566696758,"Imputed Value"
"Amaranthaceae","Alternanthera pungens","SRL",5990.31623390698,-0.136597317088483,-0.0442957126439869,0.230538964959424,"Imputed Value"
"Amaranthaceae","Alternanthera pungens","leaf_N",34.8312308304642,1.46368501878916,0.916341445353872,1.15421201425951,"Imputed Value"
"Amaranthaceae","Alternanthera pungens","leaf_area",270.534432243455,-0.0571404113577883,0.745100388447649,-0.373518493284631,"Imputed Value"
"Amaranthaceae","Alternanthera pungens","leaf_dry_mass",8.61422309240851,-0.350070124061222,0.161291710236976,-0.780567236514806,"Imputed Value"
"Amaranthaceae","Alternanthera pungens","plant_height_vegetative",0.335689386677961,0.0829117571152687,-0.661479011605645,-0.541681351679664,"Imputed Value"
"Amaranthaceae","Alternanthera pungens","seed_dry_mass",0.487517706005849,-0.311336462980599,-0.872707364867442,0.850858349274618,"Imputed Value"
"Amaranthaceae","Alternanthera sessilis","LDMC",0.166961402054742,-0.897952459337357,-0.649455290989576,-0.132478244339647,"Imputed Value"
"Amaranthaceae","Alternanthera sessilis","SLA",18.6871039480095,0.104039976214117,1.1005605795644,-1.02218921881203,"Imputed Value"
"Amaranthaceae","Alternanthera sessilis","SRL",4165.23909078752,-0.464299657878268,-0.34736236798893,-1.0951362281276,"Imputed Value"
"Amaranthaceae","Alternanthera sessilis","leaf_N",28.5735491823042,0.84607579599414,0.196856770028802,-0.606191563755734,"Imputed Value"
"Amaranthaceae","Alternanthera sessilis","leaf_area",233.803350935272,-0.146548268412996,0.657033727016447,-0.759476956100313,"Imputed Value"
"Amaranthaceae","Alternanthera sessilis","leaf_dry_mass",10.5246347134906,-0.240694692396522,0.296941594137555,-0.346626207949121,"Imputed Value"
"Amaranthaceae","Alternanthera sessilis","plant_height_vegetative",0.330136942111113,0.0654825476851791,-0.691055980090034,-0.612299168653592,"Imputed Value"
"Amaranthaceae","Alternanthera sessilis","seed_dry_mass",0.271246816682616,-0.661873331944469,-1.39062924145837,-1.10146915282074,"Imputed Value"
"Amaranthaceae","Amaranthus albus","LDMC",0.215139909905792,-0.252856821647259,0.161827780162443,0.975462086202667,"Imputed Value"
"Amaranthaceae","Amaranthus albus","SLA",15.6797409713754,-0.285301583893784,0.779530940244181,-0.449334833713076,"Imputed Value"
"Amaranthaceae","Amaranthus albus","SRL",13451.1053737466,0.592917056351462,0.630375944115194,0.037300574280681,"Imputed Value"
"Amaranthaceae","Amaranthus albus","leaf_N",28.5174246086062,0.839943939573258,0.189713455837099,-0.073258484942952,"Imputed Value"
"Amaranthaceae","Amaranthus albus","leaf_area",759.088977910147,0.575017432113142,1.36777531440698,-0.719965936058575,"Imputed Value"
"Amaranthaceae","Amaranthus albus","leaf_dry_mass",51.7658202080083,0.62916473371964,1.37576092647363,-0.68563140769572,"Imputed Value"
"Amaranthaceae","Amaranthus albus","plant_height_vegetative",0.400915169358115,0.268464861409907,-0.346599651189658,-0.716329202089575,"Imputed Value"
"Amaranthaceae","Amaranthus albus","seed_dry_mass",0.336888510856739,-0.532298556592734,-1.19918116066909,-0.424543751117178,"Imputed Value"
"Amaranthaceae","Amaranthus blitoides","LDMC",0.213289967634423,-0.274831012556469,0.134192669885246,0.75552325166827,"Imputed Value"
"Amaranthaceae","Amaranthus blitoides","SLA",16.3121764701673,-0.197560118210688,0.851877727661033,0.60783532402716,"Imputed Value"
"Amaranthaceae","Amaranthus blitoides","SRL",13450.332588003,0.592865242789545,0.63032802574246,0.0370193089075578,"Imputed Value"
"Amaranthaceae","Amaranthus blitoides","leaf_N",42.5387076412324,2.08711695725923,1.64260930095274,1.81392410685153,"Imputed Value"
"Amaranthaceae","Amaranthus blitoides","leaf_area",937.776124933497,0.704542221885116,1.49535711966994,0.355777232946855,"Imputed Value"
"Amaranthaceae","Amaranthus blitoides","leaf_dry_mass",64.4693531488845,0.749000184785785,1.52438356299157,0.1844122580665,"Imputed Value"
"Amaranthaceae","Amaranthus blitoides","plant_height_vegetative",0.35302864107998,0.135540755409401,-0.572168809088762,-0.940282339576424,"Imputed Value"
"Amaranthaceae","Amaranthus blitoides","seed_dry_mass",1.06453959680869,0.15559232623918,-0.182815213260518,1.0980159171621,"Imputed Value"
"Amaranthaceae","Amaranthus cannabinus","LDMC",0.193476584679061,-0.522909434965894,-0.177794906312799,-1.72748416932365,"Imputed Value"
"Amaranthaceae","Amaranthus cannabinus","SLA",16.8503882473128,-0.125529763407356,0.911269997050955,1.47570709886798,"Imputed Value"
"Amaranthaceae","Amaranthus cannabinus","SRL",17879.64378896,0.849582336083865,0.867745892966346,1.43058551745417,"Imputed Value"
"Amaranthaceae","Amaranthus cannabinus","leaf_N",32.3235241847152,1.23065697868935,0.644875123957156,0.517956074184611,"Imputed Value"
"Amaranthaceae","Amaranthus cannabinus","leaf_area",1166.1588024541,0.838090795569631,1.62690234858681,1.46493916345031,"Imputed Value"
"Amaranthaceae","Amaranthus cannabinus","leaf_dry_mass",85.9531206757326,0.906049952460609,1.71916023657775,1.32464375349841,"Imputed Value"
"Amaranthaceae","Amaranthus cannabinus","plant_height_vegetative",0.675309698835659,0.813347948156323,0.578054444512038,0.201700495547921,"Imputed Value"
"Amaranthaceae","Amaranthus cannabinus","seed_dry_mass",2.93627014080628,0.762202352565675,0.71345742169097,2.44067066591567,"Imputed Value"
"Amaranthaceae","Amaranthus fimbriatus","LDMC",0.212185447887229,-0.288041892840667,0.117578445724681,0.62329605727986,"Imputed Value"
"Amaranthaceae","Amaranthus fimbriatus","SLA",15.8065821263191,-0.267423831322558,0.794271951859293,-0.23393124592682,"Imputed Value"
"Amaranthaceae","Amaranthus fimbriatus","SRL",13467.6124644983,0.594023109675388,0.631398847646208,0.0433046876698391,"Imputed Value"
"Amaranthaceae","Amaranthus fimbriatus","leaf_N",28.0285667953118,0.786017991274259,0.126892351534421,-0.154857516859712,"Imputed Value"
"Amaranthaceae","Amaranthus fimbriatus","leaf_area",722.39979535986,0.544662985681874,1.33787621107489,-0.972068938540677,"Imputed Value"
"Amaranthaceae","Amaranthus fimbriatus","leaf_dry_mass",48.0558447921347,0.588557211659753,1.3253985592667,-0.980454993172133,"Imputed Value"
"Amaranthaceae","Amaranthus fimbriatus","plant_height_vegetative",0.488943910015146,0.475894267321886,0.00540329111261144,-0.366848075913379,"Imputed Value"
"Amaranthaceae","Amaranthus fimbriatus","seed_dry_mass",0.225497270048484,-0.772314819959006,-1.55380769083249,-0.955789463850194,"Imputed Value"
"Amaranthaceae","Amaranthus hybridus","LDMC",0.197397712466727,-0.471856558162117,-0.113589953954384,-1.21649788226336,"Imputed Value"
"Amaranthaceae","Amaranthus hybridus","SLA",17.0294538153008,-0.102074134374468,0.930610218850986,1.75831681881675,"Imputed Value"
"Amaranthaceae","Amaranthus hybridus","SRL",16608.3214029891,0.783063476244394,0.806227722786903,1.06949372526463,"Imputed Value"
"Amaranthaceae","Amaranthus hybridus","leaf_N",29.2662190751563,0.920776855704808,0.283879867658624,0.0490553159525194,"Imputed Value"
"Amaranthaceae","Amaranthus hybridus","leaf_area",770.95995871941,0.584525315203932,1.37714057098132,-0.641000046172743,"Imputed Value"
"Amaranthaceae","Amaranthus hybridus","leaf_dry_mass",49.6723379936982,0.606622872469344,1.34780400036174,-0.849292523173861,"Imputed Value"
"Amaranthaceae","Amaranthus hybridus","plant_height_vegetative",0.755184105619774,0.930168155329969,0.776295655610783,0.398521468850551,"Imputed Value"
"Amaranthaceae","Amaranthus hybridus","seed_dry_mass",0.462129110866879,-0.343312582323195,-0.919952414396653,-0.0062471440903677,"Imputed Value"
"Amaranthaceae","Amaranthus macrocarpus","LDMC",0.22338661022658,-0.157144616705536,0.282197051066046,1.93344187679314,"Imputed Value"
"Amaranthaceae","Amaranthus macrocarpus","SLA",15.5182273955225,-0.308276764384902,0.760586869890282,-0.726155775725044,"Imputed Value"
"Amaranthaceae","Amaranthus macrocarpus","SRL",10572.2072280484,0.375724328345343,0.429511118177673,-1.14171108640517,"Imputed Value"
"Amaranthaceae","Amaranthus macrocarpus","leaf_N",28.8026403980054,0.870980723084716,0.225869797555602,-0.0262946100695256,"Imputed Value"
"Amaranthaceae","Amaranthus macrocarpus","leaf_area",609.073949722256,0.440108609286049,1.23489024126783,-1.84042515355898,"Imputed Value"
"Amaranthaceae","Amaranthus macrocarpus","leaf_dry_mass",40.8713755080721,0.500133705127505,1.21573372674789,-1.62243790455954,"Imputed Value"
"Amaranthaceae","Amaranthus macrocarpus","plant_height_vegetative",0.186905212574847,-0.529021515472515,-1.69991573419338,-2.05994987090309,"Imputed Value"
"Amaranthaceae","Amaranthus macrocarpus","seed_dry_mass",0.298007680282063,-0.605618531539668,-1.30751218766879,-0.586828263849593,"Imputed Value"
"Amaranthaceae","Amaranthus palmeri","LDMC",0.203312076999855,-0.396739003106691,-0.0191208594476988,-0.464649152987086,"Imputed Value"
"Amaranthaceae","Amaranthus palmeri","SLA",15.7455689766507,-0.276005413114285,0.787196051442622,-0.337328107442536,"Imputed Value"
"Amaranthaceae","Amaranthus palmeri","SRL",10330.580401792,0.354873652888973,0.410227934368197,-1.25489714802849,"Imputed Value"
"Amaranthaceae","Amaranthus palmeri","leaf_N",28.744587219586,0.864688444005608,0.218539598777484,-0.0358158868871054,"Imputed Value"
